Wavelength,Sum
457.09	,46.22222222
457.25	,37.44444444
457.41	,50.33333333
457.58	,54
457.74	,56.33333333
457.9	,50.22222222
458.07	,58.55555556
458.23	,61
458.39	,63.77777778
458.55	,67.11111111
458.72	,95.22222222
458.88	,105.5555556
459.04	,115
459.21	,142.3333333
459.37	,162.6666667
459.53	,177.3333333
459.7	,197.6666667
459.86	,207
460.02	,213.1111111
460.18	,207.2222222
460.35	,212
460.51	,208.5555556
460.67	,211.7777778
460.84	,218.1111111
461	237,.4444444
461.16	,252.2222222
461.32	,275.4444444
461.49	,314.3333333
461.65	,371.5555556
461.81	,431.1111111
461.98	,506.3333333
462.14	,539.2222222
462.3	,563.8888889
462.46	,578.4444444
462.63	,593.1111111
462.79	,601.5555556
462.95	,594.7777778
463.12	,577
463.28	,543
463.44	,492.3333333
463.6	,466.5555556
463.77	,442
463.93	,424.4444444
464.09	,390.7777778
464.25	,364.8888889
464.42	,337.8888889
464.58	,301.4444444
464.74	,290.2222222
464.91	,286.3333333
465.07	,299.7777778
465.23	,328.5555556
465.39	,327
465.56	,340.7777778
465.72	,346.1111111
465.88	,352.6666667
466.04	,356.3333333
466.21	,346.2222222
466.37	,320.1111111
466.53	,279.7777778
466.69	,224.7777778
466.86	,204.4444444
467.02	,171.5555556
467.18	,154.3333333
467.34	,136.5555556
467.51	,118.2222222
467.67	,89.55555556
467.83	,79.44444444
468	,68.33333333
468.16	,64.77777778
468.32	,59.33333333
468.48	,69.66666667
468.65	,64.33333333
468.81	,67.55555556
468.97	,74.22222222
469.13	,85.11111111
469.3	,92.44444444
469.46	,94.66666667
469.62	,101.1111111
469.78	,111.3333333
469.95	,99.44444444
470.11	,96
470.27	,87.88888889
470.43	,86.66666667
470.6	,90.22222222
470.76	,92.11111111
470.92	,94.33333333
471.08	,92.77777778
471.25	,87.88888889
471.41	,96.33333333
471.57	,94.55555556
471.73	,103.1111111
471.89	,104.5555556
472.06	,93
472.22	,82.88888889
472.38	,94.77777778
472.54	,96.33333333
472.71	,96.88888889
472.87	,97.11111111
473.03	,112.3333333
473.19	,114.2222222
473.36	,120.1111111
473.52	,122.1111111
473.68	,127.4444444
473.84	,108.1111111
474.01	,110
474.17	,102.8888889
474.33	,108.1111111
474.49	,99.66666667
474.65	,91.33333333
474.82	,77.55555556
474.98	,83.66666667
475.14	,73.11111111
475.3	,76
475.47	,70.22222222
475.63	,62.33333333
475.79	,54.66666667
475.95	,53.22222222
476.11	,48.66666667
476.28	,57.22222222
476.44	,51.22222222
476.6	,63.44444444
476.76	,70
476.93	,80.66666667
477.09	,94.44444444
477.25	,93.77777778
477.41	,98.88888889
477.57	,116.6666667
477.74	,113.4444444
477.9	,127.2222222
478.06	,122.7777778
478.22	,129.6666667
478.39	,129.6666667
478.55	,134.1111111
478.71	,147.3333333
478.87	,162.3333333
479.03	,170.5555556
479.2	,189.7777778
479.36	,196.2222222
479.52	,210
479.68	,213.2222222
479.84	,210.4444444
480.01	,206.8888889
480.17	,208
480.33	,194.7777778
480.49	,181.5555556
480.65	,163.4444444
480.82	,156.3333333
480.98	,143.7777778
481.14	,138.3333333
481.3	,129.2222222
481.46	,124
481.63	,107.8888889
481.79	,107.8888889
481.95	,98.22222222
482.11	,117.4444444
482.27	,100.5555556
482.44	,107
482.6	,111.3333333
482.76	,131.6666667
482.92	,147
483.08	,186.8888889
483.25	,219.2222222
483.41	,264.1111111
483.57	,278.6666667
483.73	,318.2222222
483.89	,341.4444444
484.05	,367.8888889
484.22	,388.3333333
484.38	,414.1111111
484.54	,413.3333333
484.7	,413.6666667
484.86	,405.3333333
485.03	,409.2222222
485.19	,407.3333333
485.35	,433
485.51	,447.1111111
485.67	,450.5555556
485.83	,454.6666667
486	,464
486.16	,450.7777778
486.32,450.7777778
486.48,447.5555556
486.64,449
486.81,436.8888889
486.97,421.6666667
487.13,406.8888889
487.29,394.4444444
487.45,366.6666667
487.61,368.8888889
487.78,357.4444444
487.94	,348.5555556
488.1	,346.7777778
488.26	,331.2222222
488.42	,315
488.58	,309.1111111
488.75	,291.2222222
488.91	,303.5555556
489.07	,301.2222222
489.23	,300.8888889
489.39	,294.7777778
489.55	,281.2222222
489.72	,272.4444444
489.88	,269.5555556
490.04	,274.4444444
490.2	,279
490.36	,279.8888889
490.52	,276
490.69	,264.5555556
490.85	,262.5555556
491.01	,254.3333333
491.17	,260.7777778
491.33	,257.2222222
491.49	,256.8888889
491.65	,262.1111111
491.82	,251.6666667
491.98	,250.4444444
492.14	,268.8888889
492.3	,276.4444444
492.46	,296.4444444
492.62	,295
492.78	,300.2222222
492.95	,291.4444444
493.11	,280.7777778
493.27	,279.7777778
493.43	,284.2222222
493.59	,274.1111111
493.75	,269.7777778
493.92	,249.2222222
494.08	,254.1111111
494.24	,257.1111111
494.4	,267
494.56	,275.4444444
494.72	,269.6666667
494.88	,262.8888889
495.04	,266
495.21	,279.5555556
495.37	,293.8888889
495.53	,295.5555556
495.69	,308.8888889
495.85	,308.7777778
496.01	,331.8888889
496.17	,357
496.34	,382.3333333
496.5	,410.7777778
496.66	,430.1111111
496.82	,460.6666667
496.98	,518.2222222
497.14	,557.1111111
497.3	,613.4444444
497.46	,650.1111111
497.63	,697.2222222
497.79	,742.6666667
497.95	,805.6666667
498.11	,862.2222222
498.27	,910.6666667
498.43	,917.4444444
498.59	,957.3333333
498.75	,1005.666667
498.92	,1042.444444
499.08	,1112.888889
499.24	,1159.444444
499.4	,1184.444444
499.56	,1181.333333
499.72	,1216.111111
499.88	,1217.444444
500.04	,1211.333333
500.21	,1170.333333
500.37	,1148.333333
500.53,1068.666667
500.69,1036.555556
500.85,974
501.01	,959.6666667
501.17	,902.2222222
501.33	,883.2222222
501.49	,860.5555556
501.65	,851.2222222
501.82	,831.2222222
501.98	,802.8888889
502.14	,759.6666667
502.3	,743.4444444
502.46	,698.4444444
502.62	,668.6666667
502.78	,632.7777778
502.94	,602.2222222
503.1	,589.2222222
503.27	,585.3333333
503.43	,598.6666667
503.59	,579.1111111
503.75	,567.8888889
503.91	,535.5555556
504.07	,513.2222222
504.23	,491.3333333
504.39	,457.7777778
504.55	,406.1111111
504.71	,342.6666667
504.87	,287
505.04	,257
505.2	,211.2222222
505.36	,204.7777778
505.52	,180.5555556
505.68	,179.4444444
505.84	,164.6666667
506	,159.2222222
506.16	,149.8888889
506.32	,145
506.48	,140.2222222
506.64	,155.1111111
506.81	,147.4444444
506.97	,155.4444444
507.13	,147
507.29	,157.5555556
507.45	,148
507.61	,150.6666667
507.77	,154.1111111
507.93	,159.6666667
508.09	,138.6666667
508.25	,146.1111111
508.41	,134.1111111
508.57	,131.4444444
508.74	,120.1111111
508.9	,128.3333333
509.06	,134
509.22	,149.8888889
509.38	,143.2222222
509.54	,155.6666667
509.7	,150.6666667
509.86	,156.8888889
510.02	,158.7777778
510.18	,162.6666667
510.34	,155.7777778
510.5	,148.2222222
510.66	,142.1111111
510.82	,150.6666667
510.98	,143.2222222
511.15	,153.3333333
511.31	,163
511.47	,165.3333333
511.63	,166.8888889
511.79	,174.1111111
511.95	,179.3333333
512.11	,174.8888889
512.27	,174
512.43	,185
512.59	,177
512.75	,178.3333333
512.91	,176.2222222
513.07	,175.1111111
513.23	,175
513.39	,179.7777778
513.55	,192.8888889
513.71	,200.1111111
513.88	,196.2222222
514.04	,191.3333333
514.2	,182.5555556
514.36	,193
514.52	,193.2222222
514.68	,200.6666667
514.84	,206.5555556
515	206,.6666667
515.16	,210.2222222
515.32	,225.2222222
515.48	,246.6666667
515.64	,285.2222222
515.8	,303.4444444
515.96	,354.6666667
516.12	,399.2222222
516.28	,427.5555556
516.44	,456.5555556
516.6	,484.8888889
516.76	,515.7777778
516.92	,550.7777778
517.08	,544.4444444
517.24	,545.6666667
517.4	,517.3333333
517.56	,480.1111111
517.73	,456
517.89	,430
518.05	,413.2222222
518.21	,375.3333333
518.37	,314.6666667
518.53	,282
518.69	,245.7777778
518.85	,216.7777778
519.01	,208.2222222
519.17	,198.2222222
519.33	,177.7777778
519.49	,155.2222222
519.65	,138.4444444
519.81	,150
519.97	,139.6666667
520.13	,142.6666667
520.29	,140.4444444
520.45	,128.3333333
520.61	,116.6666667
520.77	,109.1111111
520.93	,95.88888889
521.09	,101.1111111
521.25	,81.88888889
521.41	,84.11111111
521.57	,70.22222222
521.73	,70.33333333
521.89	,63.77777778
522.05	,67.11111111
522.21	,60.44444444
522.37	,61.55555556
522.53	,56.22222222
522.69	,66.77777778
522.85	,59
523.01	,69.11111111
523.17	,62.22222222
523.33	,54.55555556
523.49	,52.88888889
523.65	,60.77777778
523.81	,59.11111111
523.97	,61.88888889
524.13	,49.77777778
524.29	,60.33333333
524.45	,57.33333333
524.61	,60.11111111
524.77	,73.66666667
524.93	,73.66666667
525.09	,78
525.25	,76.55555556
525.41	,71.22222222
525.57	,82.55555556
525.73	,66.33333333
525.89	,70.33333333
526.05	,65.33333333
526.21	,58.66666667
526.37	,54.11111111
526.53	,45.22222222
526.69	,47.44444444
526.85	,49.44444444
527.01	,32.66666667
527.17	,43.77777778
527.33	,40.77777778
527.49	,55.11111111
527.65	,55.88888889
527.81	,54.44444444
527.97	,54.33333333
528.13	,49.33333333
528.29	,49.33333333
528.45	,61.55555556
528.61	,56.77777778
528.77	,54.33333333
528.93	,40.22222222
529.09	,43.77777778
529.25	,42
529.41	,41
529.57	,46.33333333
529.73	,41.55555556
529.89	,36.22222222
530.05	,46
530.21	,47.44444444
530.37	,51.44444444
530.53	,44.55555556
530.69	,52
530.85	,47.11111111
531.01	,49.44444444
531.17	,54.55555556
531.33	,59.77777778
531.49	,51.44444444
531.65	,54.22222222
531.81	,53.33333333
531.97	,54.88888889
532.12	,49.66666667
532.28	,59.77777778
532.44	,57.77777778
532.6	,63.77777778
532.76	,67.44444444
532.92	,69.11111111
533.08	,59
533.24	,65
533.4	,64.77777778
533.56	,71.77777778
533.72	,73.88888889
533.88	,63.77777778
534.04	,49.44444444
534.2	,39.11111111
534.36	,40.77777778
534.52	,42.55555556
534.68	,31.88888889
534.84	,35.22222222
535	30.,66666667
535.16	,22.22222222
535.32	,32
535.48	,43.33333333
535.64	,49.44444444
535.79	,45.22222222
535.95	,42.88888889
536.11	,49.11111111
536.27	,42.55555556
536.43	,42.55555556
536.59	,37.44444444
536.75	,35
536.91	,29.88888889
537.07	,28.44444444
537.23	,27.77777778
537.39	,33.77777778
537.55	,25.66666667
537.71	,36
537.87	,29.88888889
538.03	,36.55555556
538.19	,33
538.35	,35.66666667
538.5	,45.66666667
538.66	,51.55555556
538.82	,47.88888889
538.98	,50.77777778
539.14	,50.77777778
539.3	,52.88888889
539.46	,62.88888889
539.62	,63.11111111
539.78	,62.22222222
539.94	,66
540.1	,63.88888889
540.26	,64.55555556
540.42	,64.88888889
540.58	,59.11111111
540.73	,58.11111111
540.89	,50.22222222
541.05	,50.11111111
541.21	,37.44444444
541.37	,26.77777778
541.53	,30.55555556
541.69	,24.55555556
541.85	,33.44444444
542.01	,28.66666667
542.17	,34.88888889
542.33	,33.33333333
542.49	,33.88888889
542.65	,39
542.8	,39.55555556
542.96	,41.44444444
543.12	,59.33333333
543.28	,48.22222222
543.44	,53.22222222
543.6	,46.11111111
543.76	,51.55555556
543.92	,51.11111111
544.08	,65.77777778
544.24	,63.77777778
544.4	,66.77777778
544.55	,78.77777778
544.71	,112.5555556
544.87	,143
545.03	,181.2222222
545.19	,191.5555556
545.35	,203.4444444
545.51	,197.6666667
545.67	,206
545.83	,192.5555556
545.99	,173.5555556
546.14	,147.8888889
546.3	,115
546.46	,74.88888889
546.62	,70.44444444
546.78	,66.44444444
546.94	,60.77777778
547.1	,55.88888889
547.26	,70.77777778
547.42	,68.77777778
547.58	,76.44444444
547.73	,77.11111111
547.89	,82.88888889
548.05	,80.55555556
548.21	,76.88888889
548.37	,80.88888889
548.53	,80.33333333
548.69	,67.44444444
548.85	,67.22222222
549.01	,59.55555556
549.16	,75
549.32	,91.77777778
549.48	,80.22222222
549.64	,78.11111111
549.8	,79.44444444
549.96	,79.11111111
550.12	,82.22222222
550.28	,89.22222222
550.43	,87.77777778
550.59	,81.22222222
550.75	,72.66666667
550.91	,84.44444444
551.07	,96.88888889
551.23	,96.11111111
551.39	,104.2222222
551.55	,111.4444444
551.7	,114.5555556
551.86	,117.5555556
552.02	,120.3333333
552.18	,121.2222222
552.34	,119.7777778
552.5	,116.1111111
552.66	,123.2222222
552.81	,108.7777778
552.97	,117
553.13	,117.1111111
553.29	,115.5555556
553.45	,112
553.61	,105.7777778
553.77	,102.2222222
553.93	,108.3333333
554.08	,99.44444444
554.24	,111.5555556
554.4	,92.22222222
554.56	,79.55555556
554.72	,73.88888889
554.88	,68.55555556
555.04	,66.55555556
555.19	,67.22222222
555.35	,49.55555556
555.51	,51.88888889
555.67	,43.77777778
555.83	,53.22222222
555.99	,55.55555556
556.15	,53.66666667
556.3	,52.55555556
556.46	,55.88888889
556.62	,50.11111111
556.78	,53.55555556
556.94	,48.55555556
557.1	,43.88888889
557.25	,45.33333333
557.41	,43.11111111
557.57	,49
557.73	,59.22222222
557.89	,58.33333333
558.05	,63.33333333
558.2	,72.55555556
558.36	,75.33333333
558.52	,71.44444444
558.68	,69.22222222
558.84	,72.33333333
559	,81.66666667
559.15	,72.11111111
559.31	,68.66666667
559.47	,69
559.63	,58
559.79	,54.44444444
559.95	,63.55555556
560.1	,57.11111111
560.26	,57.77777778
560.42	,50.22222222
560.58	,55
560.74	,50.22222222
560.9	,60.88888889
561.05	,54
561.21	,62.88888889
561.37	,60.55555556
561.53	,72.66666667
561.69	,68.44444444
561.85	,67.77777778
562	,66.33333333
562.16	,69
562.32	,59.66666667
562.48	,73.66666667
562.64	,68.22222222
562.79	,78.66666667
562.95	,70.88888889
563.11	,70.88888889
563.27	,70.44444444
563.43,66.66666667
563.59	,68.22222222
563.74	,75.88888889
563.9,68.22222222
564.06	,89.11111111
564.22	,78.22222222
564.38	,92.77777778
564.53	,117
564.69	,147.8888889
564.85	,182.1111111
565.01	,218.3333333
565.17	,239.5555556
565.32	,294.2222222
565.48	,321.4444444
565.64	,381.7777778
565.8,412.7777778
565.96,463
566.11	,500.5555556
566.27	,554.6666667
566.43	,590.5555556
566.59	,645.6666667
566.75	,668.4444444
566.9	,688.5555556
567.06	,694.8888889
567.22	,700.8888889
567.38	,680.4444444
567.54	,651.6666667
567.69	,603.8888889
567.85	,557.7777778
568.01	,485.8888889
568.17	,428.2222222
568.33	,364.8888889
568.48	,318.7777778
568.64	,272.5555556
568.8	,232.2222222
568.96	,192.2222222
569.11	,156.7777778
569.27	,127.6666667
569.43	,121.8888889
569.59	,100.3333333
569.75	,107.5555556
569.9	,92.88888889
570.06	,96.55555556
570.22	,87.77777778
570.38	,94.77777778
570.54	,87.44444444
570.69	,96.11111111
570.85	,79.88888889
571.01	,85.33333333
571.17	,72.55555556
571.32	,69.88888889
571.48	,56
571.64	,52.22222222
571.8	,35.33333333
571.95	,32.33333333
572.11	,20.11111111
572.27	,22.11111111
572.43	,13.88888889
572.59	,19.88888889
572.74	,17.22222222
572.9	,24.22222222
573.06	,23.55555556
573.22	,36.44444444
573.37	,37.66666667
573.53	,48.77777778
573.69	,48.22222222
573.85	,49.33333333
574	35.,77777778
574.16	,36
574.32	,38
574.48	,36.66666667
574.63	,29.77777778
574.79	,32.77777778
574.95	,23.11111111
575.11	,21.77777778
575.26	,18.77777778
575.42	,27.55555556
575.58	,28.33333333
575.74	,24.22222222
575.9	,18.88888889
576.05	,19.66666667
576.21	,13.11111111
576.37	,23.55555556
576.52	,20.77777778
576.68	,24.66666667
576.84	,19.22222222
577	11.,55555556
577.15	,12.66666667
577.31	,26.44444444
577.47	,20.55555556
577.63	,28.77777778
577.78	,20
577.94	,30.11111111
578.1	,33.33333333
578.26	,44.88888889
578.41	,49.55555556
578.57	,43.44444444
578.73	,28.88888889
578.89	,31.88888889
579.04	,24.77777778
579.2	,25.11111111
579.36	,12.88888889
579.52	,18.33333333
579.67	,10.44444444
579.83	,13.66666667
579.99	,8.222222222
580.14	,13.88888889
580.3	,17
580.46	,16.22222222
580.62	,14.88888889
580.77	,25.11111111
580.93	,26.33333333
581.09	,32.66666667
581.25	,25.11111111
581.4	,33.66666667
581.56	,29.44444444
581.72	,25.22222222
581.87	,33
582.03	,42.88888889
582.19	,38.44444444
582.35	,36
582.5	,29.33333333
582.66	,35
582.82	,27.88888889
582.97	,33.88888889
583.13	,38.88888889
583.29	,38
583.45	,28.77777778
583.6	,30.44444444
583.76	,26.44444444
583.92	,29
584.07	,30.55555556
584.23	,34.22222222
584.39	,27.66666667
584.55	,25.88888889
584.7	,16.44444444
584.86	,19.44444444
585.02	,22.11111111
585.17	,23.11111111
585.33	,9.555555556
585.49	,3.555555556
585.64	,-2.555555556
585.8	,5.333333333
585.96	,5.555555556
586.12	,19.11111111
586.27	,11.22222222
586.43	,10.22222222
586.59	,5.444444444
586.74	,9.111111111
586.9	,14.44444444
587.06	,22.77777778
587.21	,29.11111111
587.37	,30.33333333
587.53	,24.55555556
587.69	,37
587.84	,37.55555556
588	,33.66666667
588.16	,35.55555556
588.31	,32.77777778
588.47	,25.55555556
588.63	,14.33333333
588.78	,8.777777778
588.94	,11.33333333
589.1	,-5.666666667
589.25	,-10.33333333
589.41	,-4
589.57	,2.888888889
589.72	,-0.555555556
589.88	,1.666666667
590.04	,9.444444444
590.19	,7.333333333
590.35	,3.777777778
590.51	,8.555555556
590.67	,14.66666667
590.82	,13.77777778
590.98	,6.666666667
591.14	,16.22222222
591.29	,22.11111111
591.45	,25
591.61	,26.55555556
591.76	,26.44444444
591.92	,31.88888889
592.08	,38
592.23	,48.22222222
592.39	,53.66666667
592.55	,50.44444444
592.7	,53.88888889
592.86	,50.44444444
593.02	,54.66666667
593.17	,60.66666667
593.33	,68.44444444
593.49	,59.66666667
593.64	,54
593.8	,52.55555556
593.96	,53.66666667
594.11	,51.11111111
594.27	,51.88888889
594.42	,43.66666667
594.58	,45.22222222
594.74	,36.77777778
594.89	,26.22222222
595.05	,23.66666667
595.21	,28
595.36	,19.33333333
595.52	,16
595.68	,17.55555556
595.83	,34.11111111
595.99	,17.11111111
596.15	,19.33333333
596.3	,21
596.46	,25.88888889
596.62	,15.22222222
596.77	,22.33333333
596.93	,24.33333333
597.09	,13.22222222
597.24	,4.111111111
597.4	,12.55555556
597.55	,6.222222222
597.71	,6.777777778
597.87	,-6.666666667
598.02	,1.777777778
598.18	,0.222222222
598.34	,3.777777778
598.49	,6.222222222
598.65	,7.333333333
598.81	,0.888888889
598.96	,6.666666667
599.12	,11.77777778
599.27	,19.77777778
599.43	,14.44444444
599.59	,16.55555556
599.74	,3.333333333
599.9	,11.33333333
600.06	,5.666666667
600.21	,12.33333333
600.37	,10.88888889
600.52	,12.33333333
600.68	,11.33333333
600.84	,24.33333333
600.99	,18.55555556
